seg_id	tsp	avg_aadt	ln_aadt	Streetname	Oneway	num_lane	len_ft	len	ln_len	median_per	median	bus_routes	maj_freq	sec_freq	signals	sig_den
50	0	4776	8.471358655	N  VANCOUVER AVE	1	1	1599.367954	0.302910597	-1.194317576	0.166666667	0	1	5	0	1	3.30
51	0	5263	8.568456485	N  VANCOUVER AVE	0	2	4139.579575	0.784011283	-0.243331867	0	0	4	16	20	4	5.10
52	0	11024	9.307829993	N  VANCOUVER AVE	1	2	1004.306747	0.190209611	-1.659628598	0	0	1	5	0	2	10.51
53	0	6338	8.75431854	N  VANCOUVER AVE	1	2	1016.051342	0.192433966	-1.648002216	0	0	1	5	0	1	5.20
54	0	7717	8.951180966	N  VANCOUVER WAY	0	2	2759.694181	0.522669352	-0.648806228	0	0	1	5	0	1	1.91
56	0	7464	8.917846743	N  WILLAMETTE BLVD	0	2	3012.79804	0.570605689	-0.561056869	0	0	3	0	12	1	1.75
57	0	17241	9.755045547	N  WILLAMETTE BLVD	0	2	6987.324418	1.323356897	0.280171612	0.003984064	0	3	0	12	1	0.76
58	0	11057	9.310818991	N  WILLAMETTE BLVD	0	2	1595.574209	0.302192085	-1.196692421	0	0	3	0	12	1	3.31
60	0	11670	9.364776725	N  WILLAMETTE BLVD	0	2	1125.28905	0.213122926	-1.545886161	0.01	0	1	4	0	1	4.69
61	0	6917	8.841737429	N  WILLIAMS AVE	1	2	3408.630473	0.645573953	-0.437615508	0	0	1	4	0	3	4.65
62	0	8496	9.047350743	N  WILLIAMS AVE	1	2	3784.378127	0.716738282	-0.333044524	0.002645503	0	1	5	0	2	2.79
63	0	3610	8.191463051	N  WILLIS BLVD	0	2	3750.246138	0.71027389	-0.342104623	0	0	2	8	0	1	1.41
64	0	4432	8.396606228	N  WILLIS BLVD	0	2	2704.967586	0.512304467	-0.668836169	0	0	4	18	0	1	1.95
65	0	17543	9.772410289	NE  102ND AVE	0	4	3144.908124	0.595626539	-0.518141421	0	0	4	0	26	1	1.68
67	0	22350	10.0145816	NE  102ND AVE	0	5	1276.088454	0.241683419	-1.420126594	0	0	4	10	6	2	8.28
68	0	18867	9.845169643	NE  102ND AVE	0	5	1288.87691	0.244105475	-1.410154871	0.002141328	0	2	0	18	2	8.19
69	0	6710	8.81135423	NE  105TH AVE	0	2	2693.706866	0.510171755	-0.673007836	0.152173913	0	2	0	6	2	3.92
70	0	1916	7.557994959	NE  111TH AVE	0	2	2419.58556	0.458254841	-0.780329828	0	0	2	0	6	2	4.36
71	0	1346	7.20489251	NE  111TH DR	0	2	1087.37661	0.20594254	-1.580158082	0	0	2	0	6	2	9.71
72	0	28474	10.25674667	NE  122ND AVE	0	2	1206.988306	0.22859627	-1.475797844	0	0	4	10	6	1	4.37
74	0	26285	10.17675371	NE  122ND AVE	0	4	2053.069584	0.388838936	-0.944590066	0.066079295	0	4	10	8	2	5.14
77	0	2201	7.696667082	NE  132ND AVE	0	2	2149.595719	0.407120401	-0.898646311	0	0	2	0	6	1	2.46
78	0	2939	7.985824666	NE  141ST DR	0	2	1214.331355	0.229986999	-1.469732497	0	0	3	0	12	1	4.35
81	0	2892	7.969703583	NE  15TH AVE	0	2	3416.049372	0.646979048	-0.435441369	0.010638298	0	4	10	20	2	3.09
82	0	5710	8.649974303	NE  15TH AVE	0	2	4859.378517	0.92033684	-0.083015545	0	0	4	16	20	3	3.26
83	0	8295	9.023408203	NE  15TH AVE	0	2	5780.463585	1.09478477	0.090557787	0	0	6	10	30	6	5.48
84	0	1540	7.339537695	NE  21ST AVE	0	2	1618.996547	0.306628134	-1.182119556	0	0	2	0	16	1	3.26
86	0	1597	7.375882148	NE  27TH AVE	0	2	3565.78177	0.675337456	-0.392542777	0	0	4	10	10	1	1.48
89	0	9930	9.203315757	NE  33RD AVE	0	2	2507.245584	0.474857118	-0.744741324	0	0	2	0	16	1	2.11
90	0	14370	9.572897979	NE  33RD AVE	0	2	4583.70018	0.868125034	-0.141419526	0.003154574	0	2	0	16	3	3.46
91	0	20103	9.908624337	NE  33RD AVE	0	2	3384.317713	0.640969264	-0.444773774	0	0	2	0	16	2	3.12
92	0	9850	9.195226734	NE  33RD DR	0	2	6022.548462	1.140634178	0.131584405	0	0	2	0	16	2	1.75
94	0	6709	8.811205188	NE  41ST AVE	0	2	1012.058122	0.191677675	-1.651940096	0	0	2	10	0	3	15.65
95	0	5192	8.554874258	NE  42ND AVE	0	2	2195.252006	0.415767425	-0.877629249	0	0	3	15	0	3	7.22
96	0	8821	9.084890521	NE  42ND AVE	0	2	4243.503427	0.803693831	-0.21853689	0	0	2	10	0	2	2.49
97	0	6588	8.793005091	NE  42ND AVE	0	2	2625.226166	0.497201925	-0.698759047	0	0	2	10	0	2	4.02
98	0	8653	9.065661361	NE  57TH AVE	0	2	1432.070098	0.271225397	-1.304805079	0	0	2	10	0	2	7.37
99	0	11406	9.341894812	NE  57TH AVE	0	2	1441.552312	0.273021271	-1.29820557	0	0	2	10	0	2	7.33
100	0	9697	9.179571838	NE  57TH AVE	0	2	1622.04968	0.307206379	-1.180235513	0	0	2	10	0	2	6.51
101	0	8720	9.073374517	NE  60TH AVE	0	2	1550.113705	0.293582141	-1.225597811	0.235849057	0	2	10	0	2	6.81
102	0	9305	9.138307169	NE  60TH AVE	0	2	1269.460833	0.240428188	-1.425333829	0	0	2	10	0	2	8.32
103	0	3285	8.097121931	NE  6TH DR	0	2	2457.645774	0.465463215	-0.764722208	0	0	3	0	12	2	4.30
104	0	3493	8.158516245	NE  92ND AVE	0	2	2372.322502	0.449303504	-0.800056664	0	0	3	0	12	2	4.45
105	0	6654	8.802973457	NE  92ND AVE	0	2	2223.116122	0.42104472	-0.865016228	0	0	3	0	12	1	2.38
107	0	11578	9.356862025	NE  AIRPORT WAY	0	4	1945.52832	0.368471273	-0.998392528	0	0	2	0	6	1	2.71
109	0	20930	9.948938815	NE  AIRPORT WAY	0	4	2404.641866	0.455424596	-0.786525118	0	0	2	0	6	1	2.20
110	0	18672	9.834780355	NE  AIRPORT WAY	0	4	2001.881065	0.379144141	-0.969838827	0.041666667	0	2	0	6	1	2.64
112	0	17552	9.772923183	NE  AIRPORT WAY	0	5	1580.448679	0.299327401	-1.206217317	0.044444444	0	2	0	6	1	3.34
114	0	33974	10.43335081	NE  BROADWAY	1	4	1253.700615	0.237443298	-1.437826428	0.026812314	0	1	0	5	3	12.63
116	0	21770	9.988288154	NE  CESAR E CHAVEZ BLVD	0	4	1172.916352	0.222143249	-1.504432841	0.004761905	0	4	10	6	1	4.50
118	0	28158	10.24558679	NE  COLUMBIA BLVD	0	4	2799.278991	0.530166476	-0.634564217	0	0	3	15	0	1	1.89
120	0	5428	8.599326021	NE  DEKUM ST	0	2	1169.261251	0.221450995	-1.507553958	0.106382979	0	5	10	30	1	4.52
121	0	3343	8.114623886	NE  DEKUM ST	0	2	3023.262174	0.572587533	-0.557589659	0	0	2	10	0	1	1.75
122	0	2458	7.80710329	NE  DEKUM ST	0	2	1884.609947	0.356933702	-1.030205223	0	0	2	10	0	1	2.80
123	0	2038	7.619724214	NE  FREMONT ST	0	2	2701.237996	0.511598105	-0.670215913	0	0	1	0	4	1	1.95
124	0	12565	9.43867045	NE  FREMONT ST	0	2	2067.252061	0.391525011	-0.937705879	0	0	1	0	4	1	2.55
125	0	9261	9.133567313	NE  FREMONT ST	0	2	1811.903942	0.343163625	-1.069547904	0	0	2	0	10	3	8.74
126	0	11845	9.379661117	NE  FREMONT ST	0	2	4967.762577	0.940864124	-0.060956545	0	0	2	10	0	1	1.06
127	0	10224	9.232493177	NE  FREMONT ST	0	2	3384.55244	0.64101372	-0.444704419	0	0	2	10	0	1	1.56
129	0	6708	8.811056123	NE  FREMONT ST	0	2	2537.168217	0.480524283	-0.732877514	0	0	2	10	0	1	2.08
131	0	15411	9.642836819	NE  GLISAN ST	0	2	1047.821934	0.198451124	-1.617212437	0	0	2	10	0	1	5.04
132	0	27311	10.21504483	NE  GLISAN ST	0	4	4250.849939	0.805085216	-0.216807149	0	0	2	0	2	1	1.24
134	0	20465	9.926471389	NE  GLISAN ST	0	4	2471.772966	0.468138819	-0.758990405	0	0	2	0	2	1	2.14
137	0	26444	10.18278457	NE  GLISAN ST	0	5	1319.429829	0.249892013	-1.386726402	0.001788909	0	4	10	2	1	4.00
139	0	19591	9.882825556	NE  GLISAN ST	0	5	1680.681467	0.318310884	-1.144726751	0	0	4	10	2	1	3.14
140	0	22260	10.01054662	NE  GRAND AVE	1	4	1806.89759	0.342215453	-1.072314762	0	0	15	20	64	6	17.53
141	0	16087	9.685766771	NE  HALSEY ST	1	2	3154.226811	0.597391442	-0.515182699	0	0	1	5	0	1	1.67
143	0	15845	9.670609272	NE  HALSEY ST	0	4	2730.922036	0.517220083	-0.659286803	0	0	2	10	0	1	1.93
144	0	21160	9.959867886	NE  HALSEY ST	0	4	1685.103322	0.319148356	-1.142099217	0	0	2	10	0	1	3.13
145	0	20465	9.926471389	NE  HALSEY ST	0	4	3801.414092	0.71996479	-0.328552971	0	0	2	10	0	1	1.39
146	0	13185	9.486835099	NE  HALSEY ST	0	4	4358.398186	0.825454202	-0.191821496	0	0	4	20	0	3	3.63
147	0	13004	9.473012281	NE  HALSEY ST	0	4	2525.175561	0.478252947	-0.737615508	0.092307692	0	2	10	0	1	2.09
148	0	30661	10.33074677	NE  HALSEY ST	0	6	1794.592867	0.339885013	-1.079147916	0	0	4	20	0	1	2.94
149	0	17745	9.783859065	NE  WEIDLER ST	1	3	1010.148292	0.191315964	-1.653828954	0	0	4	20	0	3	15.68
151	0	21771	9.988334088	NE  LOMBARD ST	0	2	1367.986294	0.259088313	-1.350586298	0.010309278	0	2	10	0	1	3.86
152	0	10409	9.250426096	NE  MARINE DR	0	2	2048.555291	0.387983957	-0.946791289	0	0	2	0	8	1	2.58
155	0	21558	9.978502256	NE  MARTIN LUTHER KING JR BLVD	0	4	1960.848273	0.371372779	-0.990548926	0.105485232	0	2	0	8	3	8.08
156	0	32259	10.38155235	NE  MARTIN LUTHER KING JR BLVD	0	4	1751.189732	0.331664722	-1.103630694	0.004848485	0	4	0	18	3	9.05
157	0	23379	10.05959346	NE  MARTIN LUTHER KING JR BLVD	1	4	1896.160329	0.359121274	-1.024095136	0	0	2	0	7	5	13.92
158	0	18129	9.805268145	NE  MARTIN LUTHER KING JR BLVD	0	5	1463.244669	0.277129672	-1.283269752	0.148760331	0	6	10	28	5	18.04
162	0	8727	9.074176947	NE  PRESCOTT ST	0	2	1137.882617	0.215508071	-1.534756916	0.04	0	6	10	28	2	9.28
163	0	9127	9.118992333	NE  PRESCOTT ST	0	2	1006.71331	0.1906654	-1.657235222	0	0	6	10	28	1	5.24
164	0	4020	8.299037182	NE  PRESCOTT ST	0	2	1494.29797	0.283010979	-1.262269586	0	0	6	10	28	1	3.53
165	0	4559	8.42485858	NE  PRESCOTT ST	0	2	1013.580016	0.191965912	-1.650437463	0	0	6	10	28	1	5.21
166	0	8118	9.001839097	NE  PRESCOTT ST	0	2	5031.499441	0.9529355	-0.048208059	0	0	6	10	28	1	1.05
167	0	1985	7.593374193	NE  REGENTS DR	0	2	1607.560178	0.304462155	-1.189208486	0	0	2	0	10	1	3.28
168	0	1561	7.353081921	NE  RIVERSIDE WAY	0	2	2688.495475	0.509184749	-0.674944363	0	0	2	0	10	1	1.96
170	0	735	6.599870499	NE  SACRAMENTO ST	0	2	4496.029639	0.851520765	-0.160731393	0	0	2	0	6	1	1.17
171	0	5155	8.547722396	NE  SAN RAFAEL ST	0	2	2626.940234	0.49752656	-0.698106338	0	0	2	0	6	1	2.01
172	0	20868	9.945972164	NE  SANDY BLVD	0	2	4304.290551	0.815206544	-0.20431377	0	0	2	0	6	2	2.45
173	0	18457	9.823198981	NE  SANDY BLVD	0	2	5533.636849	1.048037282	0.04691916	0	0	1	0	3	2	1.91
174	0	26453	10.18312485	NE  SANDY BLVD	0	2	5928.08549	1.122743464	0.115775212	0.003053435	0	4	0	24	4	3.56
175	0	10661	9.274347502	NE  SANDY BLVD	0	2	1727.614442	0.327199705	-1.117184576	0	0	4	0	24	1	3.06
178	0	2354	7.763871288	NE  SHAVER ST	0	2	2578.875532	0.488423396	-0.716572634	0	0	2	0	8	1	2.05
179	0	1013	6.920671504	NE  STANTON ST	0	2	1138.937404	0.215707842	-1.533830372	0	0	2	0	8	1	4.64
181	0	459	6.12905021	NE  SUNDERLAND AVE	0	2	1839.331908	0.348358316	-1.054523686	0	0	1	0	8	1	2.87
183	0	14883	9.607974901	NE  WEIDLER ST	0	2	2843.895493	0.538616571	-0.618751333	0	0	3	5	6	1	1.86
188	0	7950	8.980927208	NW  21ST AVE	0	2	3723.393491	0.705188161	-0.349290616	0	0	4	10	8	2	2.84
189	0	10781	9.285540605	NW  23RD AVE	0	2	3914.240194	0.74133337	-0.299304863	0	0	2	10	0	5	6.74
193	0	13467	9.507997527	NW  BRIDGE AVE	0	2	1185.503833	0.224527241	-1.493758238	0.017241379	0	6	0	22	1	4.45
194	0	13065	9.477692178	NW  BROADWAY	0	3	1282.758055	0.242946601	-1.414913608	0.003442341	0	4	5	13	5	20.58
197	0	8336	9.028338764	NW  EVERETT ST	1	2	1272.556282	0.241014447	-1.4228984	0.002369668	0	41	82	163	5	20.75
199	0	6228	8.736810533	NW  FRONT AVE	0	4	5797.304975	1.097974427	0.093467052	0	0	2	0	6	3	2.73
202	0	357	5.877735782	NW  MACLEAY BLVD	0	2	1231.311504	0.233202936	-1.455846233	0	0	1	0	2	1	4.29
203	0	641	6.463029457	NW  MACLEAY BLVD	0	2	1261.945443	0.239004819	-1.431271566	0	0	1	0	2	1	4.18
205	0	10708	9.278746405	NW  NAITO PKY	0	4	1469.458204	0.278306478	-1.279032334	0	0	1	0	2	1	3.59
207	0	5239	8.563885919	NW  NICOLAI ST	0	2	1172.711074	0.22210437	-1.504607872	0	0	6	5	20	1	4.50
210	0	26142	10.1712985	NW  ST. HELENS RD	0	2	4389.902156	0.831420863	-0.184619159	0	0	4	0	14	1	1.20
212	0	25662	10.15276658	NW  ST. HELENS RD	0	2	4917.529164	0.93135022	-0.071119896	0	0	4	0	14	1	1.07
213	0	2684	7.895063498	NW  THURMAN ST	0	2	2203.967631	0.417418112	-0.873666893	0	0	4	0	14	1	2.40
214	0	4310	8.368693183	NW  THURMAN ST	0	2	2315.818925	0.438602069	-0.824162726	0	0	4	0	14	1	2.28
215	0	3817	8.247220053	NW  THURMAN ST	0	2	1001.324497	0.189644791	-1.662602477	0	0	4	0	14	1	5.27
216	0	5538	8.619388704	NW  WESTOVER RD	0	2	1951.584545	0.369618285	-0.995284468	0	0	1	0	2	1	2.71
217	0	36366	10.50138955	NW  YEON AVE	0	2	3096.913693	0.586536684	-0.533520065	0	0	2	0	8	1	1.70
218	0	16789	9.728479189	NW  YEON AVE	0	2	1266.699511	0.23990521	-1.42751139	0	0	2	0	8	1	4.17
219	0	4920	8.501063809	SE  11TH AVE	1	2	1754.019916	0.332200742	-1.102015849	0	0	1	5	0	1	3.01
220	0	8203	9.01225522	SE  11TH AVE	1	2	1515.760218	0.287075799	-1.248008991	0	0	3	5	24	1	3.48
221	0	9462	9.155039056	SE  11TH AVE	1	2	2645.520924	0.501045629	-0.691058105	0.003021148	0	1	5	0	1	2.00
222	0	27705	10.22936818	SE  122ND AVE	0	4	1167.364763	0.221091811	-1.509177229	0	0	1	5	0	1	4.52
225	0	25083	10.1299456	SE  122ND AVE	0	5	4713.659054	0.892738457	-0.113461622	0	0	4	10	2	3	3.36
226	0	21247	9.963970988	SE  122ND AVE	0	5	3916.457157	0.741753249	-0.298738639	0	0	2	10	0	3	4.04
228	0	6054	8.70847449	SE  12TH AVE	1	2	1958.507961	0.370929538	-0.991743159	0	0	1	5	0	2	5.39
229	0	10931	9.299358068	SE  12TH AVE	1	2	1279.41912	0.242314227	-1.417519936	0	0	1	5	0	2	8.25
230	0	10147	9.224933374	SE  12TH AVE	1	2	2640.267448	0.500050653	-0.69304588	0	0	1	5	0	1	2.00
231	0	7531	8.926783114	SE  136TH AVE	0	2	5721.157977	1.083552647	0.080245131	0	0	1	5	0	1	0.92
232	0	7303	8.896040502	SE  13TH AVE	0	2	5458.717138	1.033847943	0.033287708	0	0	4	10	6	1	0.97
233	0	6049	8.707648248	SE  17TH AVE	0	2	7419.735545	1.405252944	0.340217318	0.056666667	0	5	20	2	1	0.71
234	0	16299	9.698859035	SE  17TH AVE	0	2	1864.277425	0.353082846	-1.041052559	0	0	4	20	0	1	2.83
235	0	5882	8.679652119	SE  26TH AVE	0	2	2147.130621	0.406653527	-0.899793742	0	0	4	20	0	1	2.46
236	0	6571	8.790421307	SE  26TH AVE	0	2	1645.031271	0.311558953	-1.166166704	0	0	4	20	0	1	3.21
237	0	9447	9.15345251	SE  28TH AVE	0	2	2189.764886	0.414728198	-0.880131918	0	0	4	20	0	1	2.41
238	0	1583	7.36707706	SE  28TH AVE	1	2	1073.58804	0.203331068	-1.592919751	0	0	4	20	0	1	4.92
240	0	9350	9.143131622	SE  28TH AVE	0	2	1520.414241	0.287957243	-1.244943273	0	0	4	20	0	1	3.47
243	0	5024	8.521981708	SE  45TH AVE	0	2	4238.431568	0.802733252	-0.21973281	0	0	3	15	0	1	1.25
245	0	12725	9.451323841	SE  52ND AVE	0	2	3069.690572	0.58138079	-0.542349332	0.008849558	0	3	10	3	2	3.44
246	0	10740	9.281730368	SE  52ND AVE	0	2	4536.023055	0.859095276	-0.151875449	0	0	2	10	0	2	2.33
247	0	10006	9.210940192	SE  60TH AVE	0	2	3081.208223	0.583562163	-0.538604298	0	0	4	10	18	3	5.14
248	0	10125	9.222762892	SE  60TH AVE	0	2	1159.632526	0.219627372	-1.515822931	0	0	2	10	0	1	4.55
250	0	7691	8.947806093	SE  7TH AVE	0	2	1278.459664	0.242132512	-1.418270132	0.003937008	0	1	0	12	1	4.13
251	0	7691	8.947806093	SE  7TH AVE	0	2	1560.29079	0.295509619	-1.21905389	0	0	1	0	12	1	3.38
252	0	29261	10.28401085	SE  FOSTER RD	0	5	1089.897603	0.206420001	-1.577842348	0	0	2	10	0	1	4.84
255	0	17195	9.752373923	SE  BELMONT ST	0	2	4818.972722	0.912684228	-0.091365321	0	0	1	0	9	3	3.29
256	0	12923	9.466763949	SE  BELMONT ST	0	2	2377.848153	0.450350029	-0.797730157	0	0	1	0	9	1	2.22
257	0	8670	9.06762407	SE  BELMONT ST	0	2	2196.711077	0.416043765	-0.876964821	0	0	1	0	9	1	2.40
258	0	5774	8.66112036	SE  BELMONT ST	0	2	1581.002178	0.299432231	-1.205867162	0	0	2	0	18	1	3.34
259	0	6252	8.740656692	SE  BELMONT ST	0	2	2703.239369	0.511977153	-0.669475277	0	0	2	0	18	1	1.95
260	0	14064	9.55137362	SE  BELMONT ST	1	3	1793.869363	0.339747985	-1.079551156	0.002314815	0	3	10	9	3	8.83
261	0	12511	9.434363536	SE  BYBEE BLVD	0	2	2052.06013	0.388647752	-0.945081868	0.028806584	0	3	10	2	2	5.15
262	0	12669	9.446913344	SE  CESAR E CHAVEZ BLVD	0	2	1296.562991	0.245561172	-1.404209188	0	0	4	10	6	2	8.14
264	0	24037	10.08734959	SE  CESAR E CHAVEZ BLVD	0	4	1819.338287	0.344571645	-1.065453241	0	0	6	10	12	2	5.80
265	0	20028	9.904886573	SE  CESAR E CHAVEZ BLVD	0	4	1850.741256	0.350519177	-1.04833986	0	0	4	10	6	1	2.85
266	0	2841	7.951911382	SE  CLINTON ST	0	2	1238.068113	0.234482597	-1.450373907	0	0	4	10	6	1	4.26
267	0	14067	9.551586908	SE  DIVISION ST	0	2	1274.319844	0.241348455	-1.421513517	0	0	4	10	6	2	8.29
268	0	14771	9.600421078	SE  DIVISION ST	0	2	4855.952242	0.919687925	-0.083720879	0	0	4	10	24	3	3.26
269	0	12503	9.433723894	SE  DIVISION ST	0	2	1559.957467	0.29544649	-1.219267542	0	0	2	10	0	4	13.54
270	0	14240	9.563810185	SE  DIVISION ST	0	2	3774.367781	0.714842383	-0.335693204	0	0	2	10	0	2	2.80
271	0	18025	9.799514962	SE  DIVISION ST	0	2	2231.162527	0.42256866	-0.861403336	0	0	2	10	0	2	4.73
272	0	43174	10.67299374	SE  DIVISION ST	0	4	3568.066617	0.675770193	-0.391902213	0	0	2	10	0	1	1.48
273	0	40709	10.61420448	SE  DIVISION ST	0	4	1482.589307	0.280793429	-1.270136007	0	0	2	10	0	1	3.56
274	0	39890	10.59388094	SE  DIVISION ST	0	4	1230.846336	0.233114836	-1.456224087	0	0	2	10	0	1	4.29
275	0	41805	10.64077123	SE  DIVISION ST	0	4	1411.38383	0.267307544	-1.319355435	0	0	2	10	0	1	3.74
276	0	28442	10.2556222	SE  DIVISION ST	0	4	1956.928505	0.370630399	-0.992549943	0	0	2	10	0	1	2.70
277	0	33660	10.42406547	SE  DIVISION ST	0	4	2562.336283	0.485290963	-0.723006645	0	0	2	10	0	1	2.06
278	0	24051	10.08793185	SE  DIVISION ST	0	4	2345.357776	0.444196548	-0.811488138	0	0	2	10	0	1	2.25
279	0	29678	10.29816131	SE  DIVISION ST	0	4	1815.219389	0.343791551	-1.067719762	0	0	2	10	0	1	2.91
280	0	36212	10.49714583	SE  DIVISION ST	0	5	1035.682706	0.196152028	-1.628865269	0	0	2	10	0	1	5.10
284	0	4707	8.456806041	SE  DUKE ST	0	2	1937.927914	0.367031802	-1.002306781	0	0	2	10	0	2	5.45
285	0	2321	7.749753406	SE  ELLIS ST	0	2	2193.383659	0.415413572	-0.878480696	0	0	2	10	0	2	4.81
287	0	4595	8.432724035	SE  FLAVEL ST	0	2	3276.793878	0.620604901	-0.47706063	0	0	2	10	0	2	3.22
288	0	6376	8.76029622	SE  FLAVEL ST	0	2	1978.828775	0.374778177	-0.981420956	0	0	2	10	0	1	2.67
289	0	7346	8.901911226	SE  FLAVEL ST	0	2	2008.349459	0.380369216	-0.966612877	0	0	2	10	0	1	2.63
290	0	23608	10.06934092	SE  FOSTER RD	0	3	1087.824578	0.206027382	-1.579746196	0	0	2	10	0	1	4.85
291	0	21171	9.9603876	SE  FOSTER RD	0	3	1560.439333	0.295537752	-1.218958692	0	0	2	10	0	2	6.77
293	0	20862	9.945684601	SE  GRAND AVE	1	4	2080.597153	0.394052491	-0.931271152	0.002164502	0	2	0	13	4	10.15
294	0	33044	10.40559529	SE  GRAND AVE	1	4	2337.624146	0.442731846	-0.814791006	0.007984032	0	7	5	37	6	13.55
295	0	2121	7.659642955	SE  HARNEY DR	0	2	1602.192905	0.303445626	-1.192552841	0	0	1	5	0	6	19.77
297	0	4692	8.45361421	SE  HAROLD ST	0	2	6491.561842	1.22946247	0.206577058	0	0	1	5	0	6	4.88
298	0	1768	7.477604243	SE  HAROLD ST	0	2	7388.997818	1.399431405	0.336066015	0	0	1	5	0	1	0.71
299	0	13529	9.512590809	SE  HOLGATE BLVD	0	2	2134.540412	0.404269017	-0.905674738	0.355371901	0	1	5	0	1	2.47
300	0	12808	9.457825255	SE  HOLGATE BLVD	0	2	1708.378498	0.323556534	-1.128381424	0	0	1	5	0	1	3.09
